ID,HowRare.is,MoonRank
1561,7085,7240
1562,3059,3756
1563,4560,2275
1564,6162,8288
1565,6629,7022
1566,7496,4869
1567,1866,3607
1568,8163,6396
1569,8957,8868
1570,2239,3630
1571,6689,5457
1572,93,117
1573,4456,4679
1574,1029,953
1575,6871,8804
1576,5299,2838
1577,9891,9858
1578,8062,6924
1579,5823,6403
1580,7525,7356
1581,6659,4438
1582,9836,9786
1583,9030,9296
1584,2094,3493
1585,9553,9455
1586,6384,4186
1587,9167,9334
1588,4512,5230
1589,2666,4099
1590,1088,2030
1591,3041,4461
1592,7204,6344
1593,714,936
1594,6063,7004
1595,9060,8431
1596,386,3289
1597,1129,1646
1598,1451,642
1599,3883,5770
1600,2481,5328
1601,5185,5266
1602,1675,5204
1603,918,6845
1604,5058,7162
1605,7163,5235
1606,1445,322
1607,4784,3138
1608,968,1973
1609,6858,4053
1610,8012,6458
1611,9121,8972
1612,66,180
1613,3094,2471
1614,914,1179
1615,4876,3811
1616,517,1251
1617,5830,8061
1618,3543,1989
1619,8059,6613
1620,369,7558
1621,5135,675
1622,966,1203
1623,1257,1342
1624,850,1481
1625,7061,4079
1626,9824,9900
1627,1989,1519
1628,3121,3081
1629,768,1070
1630,7630,8826
1631,8862,8526
1632,9054,8418
1633,9163,9182
1634,2399,606
1635,3943,2269
1636,6690,7386
1637,4946,4565
1638,336,71
1639,7235,8238
1640,7563,4832
1641,3649,3626
1642,3510,1297
1643,4883,4608
1644,4064,3232
1645,1248,189
1646,5424,5177
1647,1904,1252
1648,352,3711
1649,9628,9518
1650,4453,2936
1651,1073,2339
1652,1104,1742
1653,1966,365
1654,5423,5472
1655,3179,1840
1656,7915,7118
1657,80,521
1658,9579,9542
1659,9498,9491
1660,4175,3203
1661,5140,6714
1662,1025,2224
1663,6128,6075
1664,971,1212
1665,143,902
1666,9732,9710
1667,6478,5707
1668,4351,1460
1669,9007,9016
1670,3287,3033
1671,7006,8996
1672,1019,4236
1673,6815,5717
1674,9673,9734
1675,5981,3408
1676,4243,2383
1677,6187,7974
1678,1599,1702
1679,1442,1190
1680,9792,9885
1681,9655,9727
1682,9542,8667
1683,8790,9087
1684,808,68
1685,6404,5872
1686,7264,7264
1687,521,332
1688,8956,9705
1689,2003,3879
1690,8350,7940
1691,8853,7398
1692,9706,9657
1693,1136,1622
1694,6143,7686
1695,7891,8358
1696,8660,8302
1697,5826,5121
1698,5184,2975
1699,7837,6777
1700,2033,2361
1701,1878,2066
1702,3961,5617
1703,6495,4331
1704,1340,4392
1705,7118,5197
1706,9697,9782
1707,8484,9627
1708,7778,6485
1709,7814,5873
1710,9990,9975
1711,8961,8441
1712,5061,8086
1713,8849,9666
1714,685,1004
1715,3499,942
1716,9237,8846
1717,8523,6646
1718,3276,3311
1719,3648,948
1720,7047,7626
1721,5766,8361
1722,7297,7753
1723,1705,4249
1724,6878,7860
1725,8104,6137
1726,5340,6847
1727,9548,9549
1728,6940,3745
1729,304,5623
1730,8985,8436
1731,7123,9037
1732,706,407
1733,8321,5858
1734,7187,6860
1735,9176,8558
1736,4049,3115
1737,8913,8694
1738,5951,8212
1739,7236,7682
1740,2030,519
1741,5475,6862
1742,3659,3123
1743,2226,4445
1744,4248,2929
1745,5220,5415
1746,9487,8760
1747,8160,8028
1748,1812,5050
1749,9978,9983
1750,8635,8375
1751,100,119
1752,5690,5704
1753,4887,3942
1754,9292,9355
1755,9117,8798
1756,6011,3071
1757,9040,8053
1758,9682,9675
1759,5138,6774
1760,175,301
1761,1551,2181
1762,8003,6770
1763,3555,5480
1764,8529,7519
1765,4491,2283
1766,7206,6865
1767,5662,7466
1768,87,20
1769,3321,2186
1770,1433,935
1771,2133,2928
1772,399,1263
1773,5856,5829
1774,2798,2873
1775,958,261
1776,6996,6587
1777,866,118
1778,9199,8939
1779,7408,7999
1780,9423,9473
1781,5106,476
1782,1066,1994
1783,5458,3196
1784,7313,7790
1785,7296,1919
1786,79,22
1787,6711,4305
1788,8133,8686
1789,4380,3035
1790,8924,8853
1791,7916,7023
1792,2963,2695
1793,7499,6989
1794,6600,1216
1795,3435,2138
1796,3331,7783
1797,8379,7820
1798,7040,7961
1799,226,1231
1800,6381,6038
1801,8000,6960
1802,4988,5263
1803,6782,6291
1804,762,3764
1805,4483,5221
1806,1907,3659
1807,2589,1103
1808,6251,7090
1809,3698,2697
1810,85,1014
1811,1644,190
1812,8214,7237
1813,6865,6432
1814,5373,7641
1815,2597,3401
1816,39,1407
1817,530,983
1818,4920,7708
1819,5393,2614
1820,3899,3872
1821,3458,4143
1822,4941,1751
1823,3164,1205
1824,2197,2576
1825,305,359
1826,7763,7787
1827,9707,9422
1828,481,5556
1829,1990,1937
1830,6264,8328
1831,9207,8978
1832,8043,7027
1833,1262,279
1834,921,830
1835,1259,90
1836,6399,3796
1837,6951,4078
1838,3805,2659
1839,4747,2519
1840,8448,6896
1841,8954,8074
1842,1014,1498
1843,5461,8277
1844,8150,8752
1845,5471,7798
1846,9721,9733
1847,1543,1300
1848,1564,1110
1849,9048,7975
1850,2302,1080
1851,8425,6149
1852,8792,8546
1853,6509,6309
1854,6432,7643
1855,6825,9442
1856,4827,3861
1857,5729,6030
1858,7782,8213
1859,2492,985
1860,4186,7425
1861,9246,9348
1862,2757,1739
1863,4404,6323
1864,5863,7989
1865,3342,6420
1866,3488,7148
1867,7643,6238
1868,5326,5293
1869,9033,8740
1870,2567,4031
1871,692,74
1872,8828,8376
1873,8718,7916
1874,7533,7100
1875,3462,2686
1876,2924,5720
1877,8637,9615
1878,2848,3112
1879,2464,1949
1880,2724,1229
1881,8455,9273
1882,6420,7384
1883,4270,4587
1884,9758,9696
1885,6379,6130
1886,9738,9726
1887,2557,1720
1888,2170,1429
1889,4024,2846
1890,5943,5285
1891,8831,7531
1892,5736,2296
1893,7010,1470
1894,2577,5255
1895,2448,1431
1896,8793,8556
1897,4027,1072
1898,8912,9215
1899,7894,7231
1900,3358,3812
1901,2888,2711
1902,8859,7415
1903,6970,8438
1904,3401,1608
1905,1950,2015
1906,8068,9500
1907,4246,2612
1908,7252,8165
1909,8245,7650
1910,8129,7665
1911,9392,8437
1912,5624,7909
1913,3728,3463
1914,7336,7749
1915,6539,7189
1916,8296,8073
1917,4112,6397
1918,9232,9407
1919,5594,4824
1920,4817,6028
1921,1359,2677
1922,6407,4000
1923,7793,7801
1924,4328,1535
1925,2729,241
1926,3369,6520
1927,3754,7407
1928,2419,2461
1929,1063,638
1930,1951,1817
1931,1197,664
1932,3786,349
1933,8716,8796
1934,2771,5446
1935,5409,3841
1936,5467,4764
1937,2637,344
1938,126,1367
1939,132,645
1940,5255,5018
1941,9876,9912
1942,7941,9047
1943,7453,8462
1944,6745,4507
1945,2652,3656
1946,6643,4450
1947,7152,7982
1948,4287,6454
1949,8577,8228
1950,9037,7830
1951,5183,3663
1952,1968,6337
1953,1861,773
1954,9481,9578
1955,9613,9579
1956,7999,7242
1957,3638,945
1958,7859,8219
1959,4563,4332
1960,6177,6094
1961,2863,765
1962,9293,9367
1963,1895,482
1964,3590,4476
1965,3739,2170
1966,3667,5130
1967,1213,4792
1968,4044,4077
1969,8305,7210
1970,8519,8356
1971,2913,1942
1972,3569,5637
1973,7808,6217
1974,9306,8912
1975,3215,4652
1976,7908,8143
1977,8663,9381
1978,3196,3063
1979,4546,6615
1980,2844,3332
1981,6424,6776
1982,2413,3024
1983,5607,6885
1984,7300,6934
1985,8299,6808
1986,2868,2511
1987,6981,6532
1988,4440,6769
1989,381,2254
1990,8288,6202
1991,5313,3570
1992,3747,7924
1993,5878,6165
1994,7834,7977
1995,4842,1057
1996,8937,8189
1997,3033,1691
1998,7635,6115
1999,8548,6601
2000,9072,9778
2001,9434,9635
2002,2211,537
2003,1534,1508
2004,2315,2190
2005,8894,8491
2006,4412,5126
2007,1670,848
2008,2739,2737
2009,161,816
2010,9716,9784
2011,7355,5953
2012,9835,9851
2013,2363,4990
2014,5574,5470
2015,5773,5935
2016,8724,7504
2017,7311,9476
2018,6332,4050
2019,8787,9624
2020,1998,1150
2021,1713,3884
2022,803,1798
2023,1837,1772
2024,359,4598
2025,8309,8095
2026,1970,493
2027,3628,2789
2028,6048,5400
2029,2319,1078
2030,3843,98
2031,568,4266
2032,6616,6488
2033,6661,7491
2034,8325,8600
2035,3055,6120
2036,807,99
2037,7719,7476
2038,538,2600
2039,1583,3593
2040,8656,8713
2041,2418,5260
2042,4359,5779
2043,9439,8624
2044,9514,9498
2045,4954,4980
2046,1100,1755
2047,9809,9898
2048,6678,7565
2049,8799,8295
2050,3930,4421
2051,8277,7182
2052,4686,5082
2053,6563,7391
2054,1789,4209
2055,8582,8761
2056,4355,3153
2057,9153,9809
2058,3565,3247
2059,8898,8711
2060,9407,7914
2061,4576,4866
2062,6016,376
2063,8741,8562
2064,8188,7112
2065,8281,7334
2066,5708,6008
2067,6779,4290
2068,5685,6900
2069,9883,9838
2070,4297,1372
2071,7110,6330
2072,9494,9120
2073,7271,7697
2074,1635,87
2075,3516,5936
2076,8736,8738
2077,6291,6879
2078,4180,4523
2079,8085,7971
2080,3827,4123
2081,6204,7649
2082,2139,2073
2083,7754,7870
2084,891,543
2085,3473,4160
2086,210,115
2087,7107,6228
2088,6867,4142
2089,1425,2770
2090,9435,9326
2091,6955,6163
2092,1778,4784
2093,6949,6389
2094,7831,8797
2095,6171,7014
2096,3581,4558
2097,5390,697
2098,4413,4933
2099,1643,88
2100,2471,1006
2101,6933,4838
2102,8491,8313
2103,2432,2194
2104,6294,6551
2105,2834,5090
2106,7205,7731
2107,6270,6455
2108,1177,89
2109,9017,7793
2110,5905,6976
2111,9476,9365
2112,9815,9893
2113,8097,7988
2114,798,2848
2115,9767,9878
2116,1600,5125
2117,9301,8983
2118,7388,9048
2119,4795,4542
2120,1441,2202
2121,8220,6612
2122,723,962
2123,1762,1956
2124,8335,8096
2125,9472,9328
2126,9459,9113
2127,814,2065
2128,1181,3129
2129,5361,8387
2130,6106,5517
2131,9074,9325
2132,1202,1403
2133,5102,3950
2134,6492,5950
2135,1324,3234
2136,9746,9452
2137,5598,6773
2138,4861,6495
2139,260,2796
2140,2777,3976
2141,8047,7745
2142,8640,9358
2143,2828,4454
2144,606,292
2145,2305,4147
2146,7768,8516
2147,3300,5322
2148,4198,1347
2149,7537,5080
2150,9692,9777
2151,7481,8501
2152,3044,4718
2153,9710,9767
2154,7186,7329
2155,4968,3368
2156,3281,1092
2157,8855,7301
2158,625,777
2159,7502,4649
2160,8722,7898
2161,677,1730
2162,9621,9669
2163,8112,8037
2164,3457,1719
2165,9104,9088
2166,84,199
2167,7861,7630
2168,1776,5307
2169,8813,8301
2170,8007,7955
2171,3335,716
2172,6781,7632
2173,6418,5561
2174,8141,7941
2175,9322,9479
2176,2855,3360
2177,9391,9065
2178,2763,2603
2179,9082,9303
2180,6431,4339
2181,3468,4256
2182,7854,8314
2183,7765,5752
2184,720,3335
2185,5459,5354
2186,6894,6274
2187,3926,1713
2188,5411,4570
2189,2560,2550
2190,8042,7432
2191,1877,2033
2192,6924,7512
2193,97,64
2194,5320,5955
2195,6245,3326
2196,9280,8374
2197,8225,8932
2198,2658,1209
2199,2631,3628
2200,4368,545
2201,5265,7555
2202,2783,823
2203,7290,8341
2204,3009,5772
2205,8388,6720
2206,5212,5754
2207,4397,2422
2208,5013,4746
2209,2199,1453
2210,1925,1913
2211,387,474
2212,4969,1614
2213,9541,9535
2214,4716,4997
2215,6730,6750
2216,3551,2952
2217,1291,400
2218,8426,9170
2219,8373,9094
2220,8572,8755
2221,6778,7844
2222,9930,9914
2223,1679,824
2224,8619,9593
2225,291,630
2226,1395,4779
2227,458,673
2228,7931,8957
2229,1347,3078
2230,9701,9772
2231,8534,9352
2232,2856,3927
2233,5294,4092
2234,3831,8423
2235,9159,8849
2236,6006,4705
2237,7179,6517
2238,7027,8992
2239,9182,7514
2240,2184,3752
2241,9938,9934
2242,5305,6825
2243,655,2159
2244,8495,6152
2245,4801,6789
2246,834,262
2247,2001,3578
2248,8803,9618
2249,4031,3728
2250,1307,1225
2251,7073,6256
2252,4533,5469
2253,3080,3214
2254,8769,9683
2255,4586,5005
2256,1649,2701
2257,7451,5797
2258,8593,9099
2259,266,252
2260,2126,2328
2261,8324,9081
2262,7998,8071
2263,7165,6287
2264,6078,7370
2265,4777,4948
2266,9204,8819
2267,2034,3122
2268,5053,6723
2269,6573,7367
2270,50,3333
2271,2990,1568
2272,6196,6020
2273,877,245
2274,6676,7058
2275,7788,7980
2276,1658,4671
2277,8711,8279
2278,4373,4986
2279,7888,6872
2280,436,5897
2281,4792,3995
2282,4898,3295
2283,8734,8586
2284,1254,505
2285,8851,8727
2286,407,1628
2287,2985,5409
2288,6321,5491
2289,9656,9749
2290,7883,4867
2291,7109,7833
2292,1949,4037
2293,4435,3669
2294,6619,5661
2295,7869,7618
2296,1113,2409
2297,4169,3284
2298,2455,5563
2299,4007,6318
2300,2043,3268
2301,5003,3834
2302,7318,6251
2303,8340,6373
2304,8827,8575
2305,9873,9831
2306,6498,8572
2307,6283,3721
2308,3501,1753
2309,2698,2527
2310,5538,7406
2311,5613,5356
2312,3562,6064
2313,6262,4769
2314,3049,6113
2315,4036,3425
2316,372,2249
2317,3212,5757
2318,2858,3779
2319,7395,5511
2320,4738,3124
2321,8417,7165
2322,1219,1873
2323,6192,5989
2324,256,1465
2325,805,599
2326,4291,3552
2327,1401,385
2328,1931,5236
2329,6174,4401
2330,6214,6654
2331,7489,9486
2332,6060,8057
2333,3169,2554
2334,9808,9890
2335,7194,9465
2336,4099,2845
2337,1131,1601
2338,3113,5163
2339,5325,5883
2340,8217,6119
2341,6654,6572
2342,7549,5942
2343,2730,1896
2344,9135,9017
2345,6534,5217
2346,9586,9281
2347,5585,3697
2348,4970,3456
2349,9631,9701
2350,8002,8446
2351,8632,9631
2352,1369,1880
2353,5256,2462
2354,6530,8342
2355,5223,5007
2356,7102,8503
2357,6734,5036
2358,9291,9359
2359,9822,9899
2360,3915,4638
2361,5548,3667
2362,119,46
2363,8969,8500
2364,9317,9396
2365,1038,2211
2366,6796,4537
2367,5357,6758
2368,630,1084
2369,3345,3151
2370,9529,9169
2371,6688,7702
2372,1701,683
2373,2442,3388
2374,7215,5931
2375,7364,5208
2376,5709,7285
2377,7689,7585
2378,5643,1959
2379,4985,6524
2380,6297,3897
2381,2228,517
2382,3474,5780
2383,1940,584
2384,2016,2090
2385,5749,6044
2386,3621,6039
2387,571,895
2388,3278,5711
2389,1226,2539
2390,8363,9177
2391,7734,8388
2392,8988,8468
2393,3165,5881
2394,9044,9060
2395,9019,7813
2396,8709,8270
2397,5787,7666
2398,8108,6994
2399,2249,1060
2400,1005,1683
2401,2929,2240
2402,4666,3353
2403,7784,8340
2404,6486,9014
2405,8634,9453
2406,1527,3369
2407,3730,3130
2408,7148,5211
2409,724,1494
2410,7057,6170
2411,8854,7195
2412,2932,625
2413,5633,5899
2414,6156,3653
2415,9536,9196
2416,8091,7003
2417,9323,9393
2418,3928,2938
2419,3060,3140
2420,8479,8597
2421,1115,1112
2422,385,3798
2423,7737,5134
2424,2206,3001
2425,5304,2561
2426,9353,9415
2427,544,735
2428,7984,7964
2429,7943,7782
2430,6154,5030
2431,8768,9640
2432,534,3110
2433,7429,8066
2434,341,600
2435,9893,9859
2436,9690,9766
2437,9374,9255
2438,1186,763
2439,4438,5564
2440,7967,7062
2441,9086,8031
2442,2370,3106
2443,3839,4572
2444,5172,7040
2445,3295,2750
2446,6733,6766
2447,5953,6971
2448,5652,1830
2449,6023,4285
2450,2087,318
2451,6594,7038
2452,8835,8771
2453,8271,7292
2454,8602,9130
2455,1265,789
2456,2051,610
2457,9625,8975
2458,9485,9552
2459,4844,5654
2460,7473,6021
2461,1126,1411
2462,4590,6550
2463,6989,5983
2464,3953,5557
2465,2026,4490
2466,841,127
2467,9966,9962
2468,5418,8963
2469,6002,8013
2470,5468,2646
2471,7749,6315
2472,309,1621
2473,6824,8261
2474,6163,7111
2475,9504,8639
2476,5828,5140
2477,196,80
2478,8754,7943
2479,608,5773
2480,3099,3038
2481,9397,8629
2482,7684,8192
2483,6889,7716
2484,2041,1141
2485,418,666
2486,355,395
2487,8223,8936
2488,7080,6745
2489,9633,9055
2490,2189,1977
2491,4544,6811
2492,1609,2621
2493,8216,9589
2494,6133,7752
2495,4349,8414
2496,3108,5908
2497,5083,5115
2498,3984,5316
2499,3580,1331
2500,4902,8603
2501,4796,7927
2502,6348,5038
2503,8041,6522
2504,5005,3987
2505,3460,5291
2506,9646,9432
2507,5558,7696
2508,8208,7083
2509,2153,3813
2510,7673,9230
2511,4706,7654
2512,5116,4845
2513,9979,9984
2514,9776,9877
2515,461,472
2516,8017,8075
2517,446,4731
2518,4085,7296
2519,3198,2261
2520,7508,7661
2521,1407,2722
2522,7897,8040
2523,6888,8265
2524,5077,3762
2525,3857,4874
2526,760,2910
2527,5261,5245
2528,2378,4955
2529,9790,9410
2530,8205,8802
2531,8893,8684
2532,7890,7349
2533,2477,5249
2534,6852,7479
2535,4218,1731
2536,8293,8180
2537,643,2112
2538,6031,1081
2539,8308,8190
2540,2283,6611
2541,2472,5387
2542,5938,1091
2543,4261,2168
2544,1611,2998
2545,8280,9097
2546,7144,6342
2547,6067,8655
2548,3489,5646
2549,5008,5326
2550,4810,4395
2551,2331,5807
2552,3994,4422
2553,3418,3062
2554,5284,6950
2555,2608,2079
2556,2078,2508
2557,2920,6151
2558,650,2825
2559,6916,7230
2560,1733,2209
2561,5355,5502
2562,8886,7499
2563,4155,2396
2564,8460,7647
2565,7410,8697
2566,9183,9823
2567,8005,6053
2568,7400,8416
2569,3067,1976
2570,6851,4462
2571,5178,6649
2572,8932,8643
2573,5079,2568
2574,8422,5625
2575,6051,7266
2576,8555,6844
2577,1098,849
2578,6757,6741
2579,7486,6460
2580,3506,4216
2581,2568,681
2582,5109,6775
2583,9636,9679
2584,2466,2911
2585,2279,1029
2586,7053,4489
2587,6686,4222
2588,362,1935
2589,8563,9563
2590,9588,9261
2591,9928,9937
2592,6957,7563
2593,4300,7326
2594,70,1097
2595,8539,8186
2596,1521,1151
2597,7487,7098
2598,8981,9021
2599,4694,4560
2600,9695,9770
2601,7973,6575
2602,8192,7059
2603,9228,8947
2604,459,6166
2605,771,441
2606,9820,9728
2607,7352,5226
2608,7756,4976
2609,6847,4722
2610,7903,7262
2611,1335,1991
2612,8745,8319
2613,8796,9613
2614,5291,7719
2615,6144,7032
2616,9520,8571
2617,8702,9279
2618,3566,4189
2619,8114,7526
2620,9537,9210
2621,8328,7439
2622,3032,4645
2623,1953,2088
2624,2278,1023
2625,3856,1002
2626,6799,8701
2627,4400,3733
2628,7116,6324
2629,3819,3755
2630,3467,738
2631,7884,5709
2632,7671,4814
2633,5145,2524
2634,8949,8724
2635,5482,1786
2636,6716,8166
2637,334,226
2638,5635,5448
2639,5358,6026
2640,960,5150
2641,4423,4264
2642,3804,2778
2643,8843,8193
2644,8346,9102
2645,9668,9687
2646,5982,7730
2647,6249,4321
2648,9369,9077
2649,1994,1789
2650,5232,7320
2651,9826,9531
2652,2688,2047
2653,959,1857
2654,1164,2623
2655,1402,275
2656,9614,9684
2657,952,5011
2658,4383,3015
2659,8317,7431
2660,6663,5904
2661,2587,1228
2662,9985,9992
2663,4419,6394
2664,1555,3674
2665,4082,1635
2666,2821,5117
2667,2321,2920
2668,3260,6580
2669,9382,7847
2670,983,1303
2671,989,723
2672,7426,7857
2673,8564,8249
2674,4627,4849
2675,6795,7247
2676,4731,7866
2677,7253,6192
2678,9102,9075
2679,2188,1350
2680,6323,7196
2681,837,696
2682,1021,2146
2683,473,4725
2684,8682,9029
2685,1236,886
2686,4053,3072
2687,2308,657
2688,9981,9967
2689,2334,1183
2690,4083,1492
2691,412,6319
2692,3470,7218
2693,9643,9335
2694,9389,8570
2695,2106,4265
2696,1605,393
2697,3053,1729
2698,2719,3322
2699,8743,8471
2700,1398,273
2701,5667,7992
2702,9375,9218
2703,640,1893
2704,6127,4212
2705,51,969
2706,1580,1137
2707,8131,6521
2708,3426,795
2709,267,1709
2710,7226,6566
2711,7795,8222
2712,9571,9565
2713,1238,1131
2714,5227,5323
2715,8342,8251
2716,9871,9828
2717,8946,9686
2718,2423,4673
2719,2709,2497
2720,2483,2232
2721,272,200
2722,4048,2555
2723,5249,5403
2724,356,1501
2725,1633,510
2726,413,6356
2727,4047,6082
2728,2058,6682
2729,9047,8540
2730,6747,6548
2731,2622,3717
2732,7074,7143
2733,2085,1642
2734,8727,7792
2735,7050,5464
2736,8611,6727
2737,7199,8449
2738,8882,7447
2739,8405,9239
2740,9856,9808
2741,644,2100
2742,3058,4325
2743,1897,3160
2744,6036,6118
2745,6484,7437
2746,4877,5089
2747,5589,4921
2748,1210,154
2749,8264,5105
2750,2686,5428
2751,3370,662
2752,2116,535
2753,7182,8420
2754,7066,5476
2755,1222,1912
2756,5818,4575
2757,1708,42
2758,7606,6000
2759,4123,1954
2760,3765,7838
2761,7391,6710
2762,8483,8078
2763,6159,5182
2764,8083,8935
2765,6126,3277
2766,5501,5455
2767,1647,740
2768,8589,9249
2769,7460,8470
2770,503,1003
2771,8848,7463
2772,8676,8101
2773,5072,6184
2774,3527,2076
2775,822,312
2776,8871,7840
2777,7585,7399
2778,3896,4027
2779,8185,8130
2780,8411,7923
2781,8841,9451
2782,4713,6870
2783,8409,9127
2784,873,196
2785,9696,9693
2786,6084,6953
2787,7218,8152
2788,4162,5665
2789,2754,5948
2790,3869,3979
2791,6611,4429
2792,2605,1426
2793,5485,6526
2794,2648,2504
2795,9771,9883
2796,3328,762
2797,2142,1272
2798,5488,5243
2799,2501,2258
2800,7938,6625
2801,9653,9702
2802,8181,9293
2803,5477,4589
2804,47,114
2805,9208,8306
2806,4601,7393
2807,2548,2736
2808,7397,5972
2809,6953,7534
2810,1105,4483
2811,2431,2480
2812,3329,3440
2813,2646,3727
2814,3751,6264
2815,9683,9730
2816,2268,6391
2817,3145,1186
2818,1978,3294
2819,4915,5287
2820,4150,4105
2821,904,302
2822,1271,1686
2823,6182,7030
2824,383,1296
2825,5153,3410
2826,8618,8116
2827,4799,815
2828,991,471
2829,5262,5589
2830,2108,5371
2831,8554,8139
2832,3445,3769
2833,4764,5313
2834,5726,1860
2835,3430,5546
2836,8359,7984
2837,1147,805
2838,6382,5784
2839,3889,5580
2840,8101,6347
2841,4454,6591
2842,2071,688
2843,3129,6436
2844,6317,7185
2845,6666,4203
2846,2185,2376
2847,5112,6686
2848,8283,9572
2849,9711,9871
2850,2644,5651
2851,4573,7253
2852,3547,346
2853,1657,797
2854,1396,1607
2855,5298,1926
2856,7918,7841
2857,6601,8945
2858,8024,6565
2859,4037,4946
2860,4170,5494
2861,7399,8394
2862,2150,2501
2863,7444,4852
2864,1960,3974
2865,8033,5781
2866,645,1238
2867,4541,2226
2868,890,1832
2869,5247,6902
2870,1230,446
2871,9691,9769
2872,7637,7478
2873,3967,7246
2874,3668,667
2875,5010,6383
2876,4897,5254
2877,1245,1851
2878,4330,2887
2879,4746,2330
2880,2220,4960
2881,2092,3772
2882,2907,3846
2883,7811,5836
2884,3674,4206
2885,900,251
2886,265,321
2887,221,19
2888,2536,863
2889,1373,3280
2890,3419,1704
2891,2470,2916
2892,7156,5071
2893,899,526
2894,3604,6554
2895,4230,1454
2896,672,185
2897,7375,6803
2898,1797,976
2899,7495,5057
2900,9927,9939
2901,5348,6252
2902,4740,1332
2903,896,2658
2904,2782,3529
2905,3286,5624
2906,7087,4126
2907,4110,6636
2908,1094,1757
2909,2068,6632
2910,72,2560
2911,4791,6916
2912,3004,2809
2913,8934,9665
2914,7291,7849
2915,9670,9737
2916,6146,6557
2917,9356,9231
2918,2355,1878
2919,3582,2466
2920,1665,598
2921,6942,7855
2922,7386,7380
2923,7971,6499
2924,3191,592
2925,5330,2549
2926,7181,6311
2927,6508,4512
2928,851,145
2929,7055,6958
2930,8732,8455
2931,4234,6031
2932,3640,3436
2933,2962,1856
2934,5803,5102
2935,7124,7053
2936,3447,3019
2937,3725,2417
2938,6929,6293
2939,1746,3345
2940,3559,1886
2941,6112,3261
2942,3750,5751
2943,3546,678
2944,2793,5769
2945,8733,8115
2946,7838,8728
2947,2198,1391
2948,1191,1253
2949,1706,499
2950,6931,6837
2951,3761,1338
2952,3665,4525
2953,4370,1055
2954,9749,9758
2955,895,1358
2956,2360,3592
2957,8587,8578
2958,2453,6348
2959,3390,3793
2960,3037,3272
2961,1767,2144
2962,3572,2123
2963,4534,4899
2964,7797,7342
2965,772,540
2966,1891,4819
2967,3846,278
2968,970,2243
2969,7921,8290
2970,3957,734
2971,6505,6500
2972,4850,5678
2973,9624,9604
2974,2880,1651
2975,5419,3174
2976,1980,984
2977,2008,1907
2978,4495,1855
2979,8700,8674
2980,9527,9550
2981,3874,7648
2982,303,2080
2983,7829,8632
2984,1383,2160
2985,8203,8566
2986,3485,1369
2987,6346,3822
2988,3693,1928
2989,2820,679
2990,3544,3989
2991,7500,4360
2992,1916,1531
2993,3393,5828
2994,9940,9943
2995,9437,9636
2996,9127,7918
2997,7594,7694
2998,2769,3355
2999,7887,7728
3000,6357,5281
3001,4356,5804
3002,2537,426
3003,3673,5666
3004,5282,5210
3005,5417,7008
3006,7183,6401
3007,6482,1215
3008,5544,6508
3009,4485,2344
3010,441,525
3011,2845,3741
3012,4940,5662
3013,5550,2222
3014,8625,6786
3015,1028,1725
3016,5065,6005
3017,9816,9811
3018,6165,3598
3019,1991,2876
3020,3906,4728
3021,8600,9257
3022,5560,6009
3023,6167,8236
3024,2099,5750
3025,7104,5867
3026,2447,377
3027,9880,9592
3028,2755,3714
3029,6186,4025
3030,9676,9771
3031,9134,8293
3032,9454,9485
3033,1883,565
3034,3142,5852
3035,2697,6534
3036,452,2940
3037,7082,8429
3038,3540,7103
3039,6436,8382
3040,2166,2411
3041,6703,7720
3042,3835,2795
3043,7139,4897
3044,1424,2371
3045,3375,3349
3046,234,1534
3047,9587,9487
3048,761,136
3049,6205,8309
3050,7129,5054
3051,8207,2332
3052,1488,4428
3053,2077,1515
3054,9989,9969
3055,49,2849
3056,9042,8140
3057,9545,9561
3058,6607,7614
3059,8376,6787
3060,6976,4661
3061,536,7316
3062,8522,8368
3063,8687,9203
3064,5510,2652
3065,4148,4707
3066,5432,3198
3067,8885,8120
3068,6269,6079
3069,5253,5052
3070,4471,6001
3071,3494,5335
3072,215,2360
3073,9814,9888
3074,671,66
3075,7526,7077
3076,3840,281
3077,5509,1013
3078,4262,2397
3079,4448,6700
3080,5046,6559
3081,2987,2387
3082,6612,4382
3083,9314,9138
3084,8013,5680
3085,9395,8890
3086,6414,4211
3087,9806,9779
3088,159,146
3089,2354,5008
3090,5571,5271
3091,8684,8411
3092,1261,297
3093,6517,4181
3094,7824,8550
3095,3651,1714
3096,8074,9630
3097,4854,4672
3098,200,27
3099,2926,3761
3100,9737,9438
3101,7361,7714
3102,2718,4363
3103,907,715
3104,3085,1139
3105,1818,4666
3106,3270,7744
3107,6555,4440
3108,8775,7985
3109,1889,1353
3110,8009,8305
3111,6993,7449
3112,5384,3341
3113,5844,2385
3114,7180,5553
3115,6596,7566
3116,1258,266
3117,5966,3590
3118,7503,5189
3119,9428,9522
3120,7882,8062
3121,2301,428
3122,7054,6405
3123,8442,5895
3124,8970,8911
3125,1471,2800
3126,5565,3204
3127,2522,5598
3128,7305,6852
3129,1328,2171
3130,3944,3327
3131,8553,6553
3132,1178,3399
3133,668,3361
3134,8429,8946
3135,7063,4892
3136,4836,7235
3137,1655,431
3138,6105,7138
3139,2323,2732
3140,2905,1746
3141,1822,1818
3142,1450,3287
3143,6805,8422
3144,3171,6307
3145,1215,1667
3146,7528,8188
3147,855,889
